35.62365962451697,56.0246928153624,0
33.28671076822607,43.89499752400101,0
35.84740876993872,50.90219802708364,0
61.18259938620976,86.30855209546826,1
20.0327360507101,75.3443764369103,1
33.08327747668339,56.3163717815305,0
61.10666453684766,83.51142588489624,1
11.02474556738889,24.55401354116538,1
23.09878670226257,67.42056971926803,1
28.43281996120035,25.53339331072109,1
44.86155507093572,38.22527805795094,0
55.01365838958247,33.60326323428011,0
20.30705337399482,15.48196330235604,1
65.36458875970939,81.71869196188608,1
39.53833914367223,52.03681085115882,0
20.9710521485623,89.20735013750205,1
69.07014406283025,67.74046973016765,1
48.94685547711617,46.67857410673128,0
70.66150955499435,92.92713789364831,1
76.97878372747498,27.57596364975532,1
57.37202754570876,42.83843832029179,0
89.67677575072079,65.79936592745237,1
50.534788289883,48.85581152764205,0
34.21206097786789,44.20952859866288,0
77.9240914545704,68.9723599933059,1
62.27101367004632,69.95445795447587,1
80.1901807509566,64.82162893218353,1
43.114388797442,38.80067033713209,0
51.83020602312595,50.25610789244621,0
38.78580379679423,54.99568095539578,0
80.379289447425,40.80788731317097,1
41.40451939411645,75.05198397627122,1
39.10797973193984,53.12762376881715,0
20.04540476831827,50.43286012045222,1
40.23689373545111,41.16774802184875,0
24.63510555424817,52.21388588061123,1
55.91550010906887,22.86943574220611,1
20.17698887494485,80.90806058670817,1
74.78925295941542,31.57341522824434,1
34.1836400264419,55.2377203360134,0
